latitude,longitude,speed_limit,average_speed,speed_ratio,inverted_ratio
43.66217,-79.37786,40,9.91,0.24775,0.75225
43.66216,-79.378,40,9.91,0.24775,0.75225
43.66211,-79.3682,40,27.04,0.6759999999999999,0.32400000000000007
43.66204,-79.36854,40,27.04,0.6759999999999999,0.32400000000000007
43.66213,-79.3834,40,19.72,0.493,0.507
43.66203,-79.38336,40,19.72,0.493,0.507
43.66234,-79.36718,40,20.34,0.5085,0.49150000000000005
43.66194,-79.36704,40,20.34,0.5085,0.49150000000000005
43.66259,-79.39969,50,17.98,0.35960000000000003,0.6404
43.66215,-79.39952,50,17.98,0.35960000000000003,0.6404
43.662,-79.39945,50,17.98,0.35960000000000003,0.6404
43.6617,-79.39933,50,17.98,0.35960000000000003,0.6404
43.66156,-79.3707,40,12.65,0.31625000000000003,0.68375
43.66141,-79.37143,40,12.65,0.31625000000000003,0.68375
43.66203,-79.38336,40,16.63,0.41574999999999995,0.58425
43.6614,-79.38311,40,16.63,0.41574999999999995,0.58425
43.66134,-79.40132,50,11.48,0.2296,0.7704
43.66155,-79.40022,50,11.48,0.2296,0.7704
43.6617,-79.39933,50,11.48,0.2296,0.7704
43.66113,-79.38809,50,13.42,0.26839999999999997,0.7316
43.66116,-79.38788,50,13.42,0.26839999999999997,0.7316
43.6612,-79.38769,50,13.42,0.26839999999999997,0.7316
43.66217,-79.41265,50,4.82,0.0964,0.9036
43.66118,-79.41226,50,4.82,0.0964,0.9036
43.66101,-79.41219,50,4.82,0.0964,0.9036
43.6612,-79.38769,50,17.46,0.3492,0.6508
43.66094,-79.38758,50,17.46,0.3492,0.6508
43.66126,-79.3791,40,21.4,0.5349999999999999,0.4650000000000001
43.66065,-79.37883,40,21.4,0.5349999999999999,0.4650000000000001
43.66054,-79.38743,40,25.16,0.629,0.371
43.6607,-79.38667,40,25.16,0.629,0.371
43.66096,-79.37354,50,19.04,0.38079999999999997,0.6192
43.66041,-79.37332,50,19.04,0.38079999999999997,0.6192
43.66032,-79.4065,50,24.36,0.48719999999999997,0.5128
43.66042,-79.40597,50,24.36,0.48719999999999997,0.5128
43.6603,-79.40101,40,25.1,0.6275000000000001,0.37249999999999994
43.66029,-79.40105,40,25.1,0.6275000000000001,0.37249999999999994
43.66028,-79.4011,40,25.1,0.6275000000000001,0.37249999999999994
43.66026,-79.40114,40,25.1,0.6275000000000001,0.37249999999999994
43.66024,-79.40118,40,25.1,0.6275000000000001,0.37249999999999994
43.66022,-79.40123,40,25.1,0.6275000000000001,0.37249999999999994
43.66187,-79.41758,50,14.6,0.292,0.708
43.66184,-79.41758,50,14.6,0.292,0.708
43.66177,-79.41758,50,14.6,0.292,0.708
43.66171,-79.41755,50,14.6,0.292,0.708
43.66099,-79.41726,50,14.6,0.292,0.708
43.66002,-79.41689,50,14.6,0.292,0.708
43.66002,-79.39887,50,16.98,0.3396,0.6604
43.66009,-79.39871,50,16.98,0.3396,0.6604
43.66065,-79.37883,40,12.66,0.3165,0.6835
43.65983,-79.37847,40,12.66,0.3165,0.6835
43.65982,-79.39995,50,15.84,0.31679999999999997,0.6832
43.66002,-79.39887,50,15.84,0.31679999999999997,0.6832
43.66127,-79.41096,50,24.77,0.4954,0.5045999999999999
43.66044,-79.41062,50,24.77,0.4954,0.5045999999999999
43.65957,-79.41027,50,24.77,0.4954,0.5045999999999999
43.66022,-79.40123,40,31.82,0.7955,0.20450000000000002
43.66017,-79.40129,40,31.82,0.7955,0.20450000000000002
43.66012,-79.40136,40,31.82,0.7955,0.20450000000000002
43.66002,-79.40146,40,31.82,0.7955,0.20450000000000002
43.65995,-79.40152,40,31.82,0.7955,0.20450000000000002
43.65989,-79.40156,40,31.82,0.7955,0.20450000000000002
43.65981,-79.40159,40,31.82,0.7955,0.20450000000000002
43.65972,-79.4016,40,31.82,0.7955,0.20450000000000002
43.65963,-79.4016,40,31.82,0.7955,0.20450000000000002
43.65954,-79.40158,40,31.82,0.7955,0.20450000000000002
43.65951,-79.40157,40,31.82,0.7955,0.20450000000000002
43.65959,-79.36523,40,18.05,0.45125000000000004,0.54875
43.65943,-79.36598,40,18.05,0.45125000000000004,0.54875
43.66101,-79.41219,30,25.9,0.8633333333333333,0.13666666666666671
43.66021,-79.41187,30,25.9,0.8633333333333333,0.13666666666666671
43.6593,-79.41152,30,25.9,0.8633333333333333,0.13666666666666671
43.6593,-79.4025,50,5.75,0.115,0.885
43.65951,-79.40157,50,5.75,0.115,0.885
43.65921,-79.3935,40,35.59,0.88975,0.11024999999999996
43.65941,-79.39259,40,35.59,0.88975,0.11024999999999996
43.65907,-79.38598,50,11.31,0.2262,0.7738
43.65924,-79.38519,50,11.31,0.2262,0.7738
43.6591,-79.40082,40,20.83,0.5207499999999999,0.47925000000000006
43.65909,-79.40076,40,20.83,0.5207499999999999,0.47925000000000006
43.65909,-79.4007,40,20.83,0.5207499999999999,0.47925000000000006
43.65909,-79.40064,40,20.83,0.5207499999999999,0.47925000000000006
43.65909,-79.4006,40,20.83,0.5207499999999999,0.47925000000000006
43.65909,-79.40056,40,20.83,0.5207499999999999,0.47925000000000006
43.6591,-79.40052,40,20.83,0.5207499999999999,0.47925000000000006
43.65913,-79.36734,40,34.44,0.861,0.139
43.65901,-79.36795,40,34.44,0.861,0.139
43.65896,-79.39468,40,35.85,0.89625,0.10375000000000001
43.65908,-79.3941,40,35.85,0.89625,0.10375000000000001
43.65901,-79.36795,40,28.99,0.72475,0.27525
43.65888,-79.36853,40,28.99,0.72475,0.27525
43.66049,-79.41463,50,19.69,0.39380000000000004,0.6062
43.65967,-79.41431,50,19.69,0.39380000000000004,0.6062
43.65882,-79.41397,50,19.69,0.39380000000000004,0.6062
43.6591,-79.3821,40,33.21,0.83025,0.16974999999999996
43.65865,-79.38191,40,33.21,0.83025,0.16974999999999996
43.65888,-79.36853,40,30.81,0.77025,0.22975
43.65866,-79.36948,40,30.81,0.77025,0.22975
43.65854,-79.4065,50,17.45,0.349,0.651
43.65868,-79.40585,50,17.45,0.349,0.651
43.66018,-79.40716,50,13.6,0.272,0.728
43.65932,-79.40681,50,13.6,0.272,0.728
43.65854,-79.4065,50,13.6,0.272,0.728
43.65864,-79.39011,50,26.55,0.531,0.469
43.65846,-79.39003,50,26.55,0.531,0.469
43.65841,-79.40714,50,25.2,0.504,0.496
43.65854,-79.4065,50,25.2,0.504,0.496
43.65855,-79.37636,50,23.15,0.46299999999999997,0.537
43.65834,-79.37723,50,23.15,0.46299999999999997,0.537
43.65834,-79.38567,40,16.85,0.42125,0.57875
43.6585,-79.38488,40,16.85,0.42125,0.57875
43.65907,-79.38598,50,10.82,0.2164,0.7836
43.65834,-79.38567,50,10.82,0.2164,0.7836
43.65834,-79.37723,50,26.69,0.5338,0.46619999999999995
43.65822,-79.37785,50,26.69,0.5338,0.46619999999999995
43.65865,-79.38191,40,35.76,0.8939999999999999,0.1060000000000001
43.65788,-79.38158,40,35.76,0.8939999999999999,0.1060000000000001
43.65818,-79.38638,50,22.06,0.4412,0.5588
43.65794,-79.38625,50,22.06,0.4412,0.5588
43.65778,-79.38619,50,22.06,0.4412,0.5588
43.65802,-79.41898,50,31.43,0.6286,0.37139999999999995
43.65799,-79.41899,50,31.43,0.6286,0.37139999999999995
43.65781,-79.4191,50,31.43,0.6286,0.37139999999999995
43.65745,-79.41932,50,31.43,0.6286,0.37139999999999995
43.65735,-79.40315,40,19.77,0.49424999999999997,0.50575
43.65743,-79.40279,40,19.77,0.49424999999999997,0.50575
43.65724,-79.40377,40,15.48,0.387,0.613
43.65735,-79.40315,40,15.48,0.387,0.613
43.65718,-79.40405,40,17.89,0.44725000000000004,0.55275
43.65724,-79.40377,40,17.89,0.44725000000000004,0.55275
43.65715,-79.38508,50,16.83,0.33659999999999995,0.6634
43.6573,-79.38437,50,16.83,0.33659999999999995,0.6634
43.6571,-79.40449,40,20.09,0.50225,0.49775
43.65718,-79.40405,40,20.09,0.50225,0.49775
43.65741,-79.38137,40,31.5,0.7875,0.21250000000000002
43.65702,-79.38121,40,31.5,0.7875,0.21250000000000002
43.65698,-79.40517,40,21.92,0.548,0.45199999999999996
43.6571,-79.40449,40,21.92,0.548,0.45199999999999996
43.657,-79.38587,50,27.21,0.5442,0.4558
43.65715,-79.38508,50,27.21,0.5442,0.4558
43.65745,-79.41932,50,20.5,0.41,0.5900000000000001
43.65738,-79.41938,50,20.5,0.41,0.5900000000000001
43.65713,-79.41954,50,20.5,0.41,0.5900000000000001
43.65694,-79.41964,50,20.5,0.41,0.5900000000000001
43.65685,-79.40582,40,17.63,0.44075,0.55925
43.65698,-79.40517,40,17.63,0.44075,0.55925
43.65683,-79.37565,40,17.1,0.42750000000000005,0.5725
43.65664,-79.37654,40,17.1,0.42750000000000005,0.5725
43.65664,-79.42093,50,17.4,0.348,0.652
43.65668,-79.42073,50,17.4,0.348,0.652
43.65677,-79.42023,50,17.4,0.348,0.652
43.65683,-79.41993,50,17.4,0.348,0.652
43.65685,-79.41977,50,17.4,0.348,0.652
43.65687,-79.41973,50,17.4,0.348,0.652
43.65694,-79.41964,50,17.4,0.348,0.652
43.65664,-79.37654,40,15.7,0.39249999999999996,0.6075
43.6565,-79.37714,40,15.7,0.39249999999999996,0.6075
43.65648,-79.39744,50,27.74,0.5548,0.44520000000000004
43.65655,-79.39712,50,27.74,0.5548,0.44520000000000004
43.65661,-79.39683,50,27.74,0.5548,0.44520000000000004
43.65665,-79.39663,50,27.74,0.5548,0.44520000000000004
43.65673,-79.39629,50,27.74,0.5548,0.44520000000000004
43.65645,-79.38029,40,14.22,0.35550000000000004,0.6445
43.65645,-79.38036,40,14.22,0.35550000000000004,0.6445
43.65644,-79.38041,40,14.22,0.35550000000000004,0.6445
43.65644,-79.38046,40,14.22,0.35550000000000004,0.6445
43.65634,-79.38092,40,14.22,0.35550000000000004,0.6445
43.65702,-79.38121,40,14.76,0.369,0.631
43.65634,-79.38092,40,14.76,0.369,0.631
43.6563,-79.37959,40,15.12,0.378,0.622
43.65631,-79.37964,40,15.12,0.378,0.622
43.65639,-79.38,40,15.12,0.378,0.622
43.65641,-79.38009,40,15.12,0.378,0.622
43.65644,-79.38017,40,15.12,0.378,0.622
43.65645,-79.38023,40,15.12,0.378,0.622
43.65645,-79.38029,40,15.12,0.378,0.622
43.65629,-79.39834,50,19.37,0.3874,0.6126
43.65633,-79.39812,50,19.37,0.3874,0.6126
43.65646,-79.39756,50,19.37,0.3874,0.6126
43.65648,-79.39744,50,19.37,0.3874,0.6126
43.65626,-79.38474,50,15.45,0.309,0.6910000000000001
43.65644,-79.384,50,15.45,0.309,0.6910000000000001
43.65624,-79.40894,40,7.83,0.19575,0.80425
43.65633,-79.40844,40,7.83,0.19575,0.80425
43.65626,-79.37829,40,19.49,0.48724999999999996,0.51275
43.65619,-79.37861,40,19.49,0.48724999999999996,0.51275
43.65618,-79.37869,40,19.49,0.48724999999999996,0.51275
43.65617,-79.37882,40,19.49,0.48724999999999996,0.51275
43.65616,-79.37887,40,19.49,0.48724999999999996,0.51275
43.65616,-79.39042,50,17.02,0.3404,0.6596
43.65617,-79.39027,50,17.02,0.3404,0.6596
43.6562,-79.39004,50,17.02,0.3404,0.6596
43.65623,-79.38987,50,17.02,0.3404,0.6596
43.65613,-79.38548,50,29.08,0.5816,0.4184
43.65626,-79.38474,50,29.08,0.5816,0.4184
43.65601,-79.39096,50,15.94,0.3188,0.6812
43.65608,-79.39068,50,15.94,0.3188,0.6812
43.65616,-79.39042,50,15.94,0.3188,0.6812
43.656,-79.39346,50,15.6,0.312,0.688
43.65616,-79.39275,50,15.6,0.312,0.688
43.6562,-79.39252,50,15.6,0.312,0.688
43.65627,-79.39226,50,15.6,0.312,0.688
43.6593,-79.41152,30,16.43,0.5476666666666666,0.45233333333333337
43.65599,-79.41015,30,16.43,0.5476666666666666,0.45233333333333337
43.65606,-79.39941,40,23.91,0.59775,0.40225
43.65583,-79.39933,40,23.91,0.59775,0.40225
43.6555,-79.38845,50,15.05,0.301,0.6990000000000001
43.65571,-79.3874,50,15.05,0.301,0.6990000000000001
43.65548,-79.41262,40,28.14,0.7035,0.2965
43.65572,-79.41138,40,28.14,0.7035,0.2965
43.65543,-79.38519,40,14.5,0.3625,0.6375
43.65574,-79.38372,40,14.5,0.3625,0.6375
43.65525,-79.38602,40,28.62,0.7155,0.2845
43.65543,-79.38519,40,28.62,0.7155,0.2845
43.65521,-79.41387,40,31.33,0.78325,0.21675
43.65548,-79.41262,40,31.33,0.78325,0.21675
43.65523,-79.41788,40,29.75,0.74375,0.25625
43.65523,-79.41782,40,29.75,0.74375,0.25625
43.65522,-79.41776,40,29.75,0.74375,0.25625
43.6552,-79.41746,40,29.75,0.74375,0.25625
43.65517,-79.41719,40,29.75,0.74375,0.25625
43.65517,-79.41719,40,27.53,0.68825,0.31174999999999997
43.65516,-79.41706,40,27.53,0.68825,0.31174999999999997
43.65512,-79.41681,40,27.53,0.68825,0.31174999999999997
43.65509,-79.41665,40,27.53,0.68825,0.31174999999999997
43.65583,-79.39933,40,31.55,0.7887500000000001,0.21124999999999994
43.65513,-79.39906,40,31.55,0.7887500000000001,0.21124999999999994
43.65571,-79.3874,50,11.4,0.228,0.772
43.65502,-79.38711,50,11.4,0.228,0.772
43.65583,-79.40398,50,19.33,0.38659999999999994,0.6134000000000001
43.65534,-79.40381,50,19.33,0.38659999999999994,0.6134000000000001
43.65494,-79.40366,50,19.33,0.38659999999999994,0.6134000000000001
43.65514,-79.37495,40,16.75,0.41875,0.58125
43.65499,-79.37562,40,16.75,0.41875,0.58125
43.65494,-79.37585,40,16.75,0.41875,0.58125
43.65483,-79.38816,40,28.1,0.7025,0.2975
43.65483,-79.38804,40,28.1,0.7025,0.2975
43.65484,-79.38796,40,28.1,0.7025,0.2975
43.65485,-79.38788,40,28.1,0.7025,0.2975
43.65487,-79.38779,40,28.1,0.7025,0.2975
43.65489,-79.38771,40,28.1,0.7025,0.2975
43.6549,-79.38763,40,28.1,0.7025,0.2975
43.65492,-79.38755,40,28.1,0.7025,0.2975
43.65494,-79.38747,40,28.1,0.7025,0.2975
43.65502,-79.38711,40,28.1,0.7025,0.2975
43.65502,-79.36715,40,35.17,0.8792500000000001,0.12074999999999991
43.65486,-79.36793,40,35.17,0.8792500000000001,0.12074999999999991
43.65543,-79.38875,40,30.18,0.7545,0.24550000000000005
43.65481,-79.38849,40,30.18,0.7545,0.24550000000000005
43.65543,-79.40598,50,12.49,0.2498,0.7502
43.65455,-79.40563,50,12.49,0.2498,0.7502
43.65543,-79.38519,35,28.54,0.8154285714285714,0.1845714285714286
43.65482,-79.38496,35,28.54,0.8154285714285714,0.1845714285714286
43.65461,-79.38486,35,28.54,0.8154285714285714,0.1845714285714286
43.65451,-79.38481,35,28.54,0.8154285714285714,0.1845714285714286
43.65463,-79.369,40,20.46,0.5115000000000001,0.48849999999999993
43.65453,-79.36941,40,20.46,0.5115000000000001,0.48849999999999993
43.65502,-79.36715,50,30.33,0.6065999999999999,0.3934000000000001
43.65448,-79.36694,50,30.33,0.6065999999999999,0.3934000000000001
43.65449,-79.39032,40,13.54,0.33849999999999997,0.6615
43.65449,-79.39025,40,13.54,0.33849999999999997,0.6615
43.65449,-79.39018,40,13.54,0.33849999999999997,0.6615
43.6545,-79.39011,40,13.54,0.33849999999999997,0.6615
43.65451,-79.39003,40,13.54,0.33849999999999997,0.6615
43.65468,-79.38922,40,13.54,0.33849999999999997,0.6615
43.65456,-79.37759,40,27.28,0.682,0.31799999999999995
43.65452,-79.3778,40,27.28,0.682,0.31799999999999995
43.65444,-79.37818,40,27.28,0.682,0.31799999999999995
43.65488,-79.39895,40,25.78,0.6445000000000001,0.3554999999999999
43.65437,-79.39873,40,25.78,0.6445000000000001,0.3554999999999999
43.65444,-79.37818,40,13.62,0.34049999999999997,0.6595
43.65432,-79.37877,40,13.62,0.34049999999999997,0.6595
43.65598,-79.37946,50,14.24,0.2848,0.7152000000000001
43.65576,-79.37937,50,14.24,0.2848,0.7152000000000001
43.65488,-79.37899,50,14.24,0.2848,0.7152000000000001
43.65432,-79.37877,50,14.24,0.2848,0.7152000000000001
43.6543,-79.39144,40,20.87,0.52175,0.47824999999999995
43.6544,-79.39096,40,20.87,0.52175,0.47824999999999995
43.65447,-79.39061,40,20.87,0.52175,0.47824999999999995
43.65448,-79.39054,40,20.87,0.52175,0.47824999999999995
43.65449,-79.39047,40,20.87,0.52175,0.47824999999999995
43.65449,-79.39041,40,20.87,0.52175,0.47824999999999995
43.65449,-79.39032,40,20.87,0.52175,0.47824999999999995
43.65426,-79.36529,50,33.62,0.6724,0.3276
43.65393,-79.3667,50,33.62,0.6724,0.3276
43.65448,-79.36694,50,17.1,0.342,0.6579999999999999
43.65393,-79.3667,50,17.1,0.342,0.6579999999999999
43.65437,-79.39873,40,28.79,0.71975,0.28025
43.65387,-79.39854,40,28.79,0.71975,0.28025
43.65525,-79.38602,50,10.08,0.2016,0.7984
43.65463,-79.38575,50,10.08,0.2016,0.7984
43.65429,-79.38562,50,10.08,0.2016,0.7984
43.65407,-79.3855,50,10.08,0.2016,0.7984
43.65394,-79.38545,50,10.08,0.2016,0.7984
43.65384,-79.3854,50,10.08,0.2016,0.7984
43.65431,-79.39654,50,7.05,0.141,0.859
43.65382,-79.39634,50,7.05,0.141,0.859
43.65366,-79.41257,50,19.4,0.38799999999999996,0.6120000000000001
43.65371,-79.41236,50,19.4,0.38799999999999996,0.6120000000000001
43.65373,-79.41223,50,19.4,0.38799999999999996,0.6120000000000001
43.6538,-79.41192,50,19.4,0.38799999999999996,0.6120000000000001
43.65368,-79.39453,40,25.9,0.6475,0.35250000000000004
43.65382,-79.39385,40,25.9,0.6475,0.35250000000000004
43.65372,-79.37323,40,24.76,0.619,0.381
43.65349,-79.37429,40,24.76,0.619,0.381
43.65397,-79.37206,50,27.3,0.546,0.45399999999999996
43.6535,-79.37185,50,27.3,0.546,0.45399999999999996
43.65502,-79.38711,50,16.25,0.325,0.675
43.65422,-79.38678,50,16.25,0.325,0.675
43.65336,-79.38642,50,16.25,0.325,0.675
43.65336,-79.38642,50,6.33,0.1266,0.8734
43.65315,-79.38743,50,6.33,0.1266,0.8734
43.65385,-79.41514,50,21.05,0.42100000000000004,0.579
43.65347,-79.41499,50,21.05,0.42100000000000004,0.579
43.6532,-79.41487,50,21.05,0.42100000000000004,0.579
43.6533,-79.37517,40,18.23,0.45575,0.54425
43.65317,-79.37574,40,18.23,0.45575,0.54425
43.65308,-79.40288,50,23.38,0.46759999999999996,0.5324
43.65312,-79.40267,50,23.38,0.46759999999999996,0.5324
43.65359,-79.40308,50,15.56,0.31120000000000003,0.6888
43.65308,-79.40288,50,15.56,0.31120000000000003,0.6888
43.6535,-79.37185,50,5.48,0.1096,0.8904
43.65317,-79.37172,50,5.48,0.1096,0.8904
43.65282,-79.37157,50,5.48,0.1096,0.8904
43.65302,-79.37294,40,13.63,0.34075,0.65925
43.65276,-79.37406,40,13.63,0.34075,0.65925
43.65302,-79.37294,40,23.84,0.596,0.404
43.65271,-79.37282,40,23.84,0.596,0.404
43.65254,-79.39985,40,27.1,0.6775,0.3225
43.65269,-79.39917,40,27.1,0.6775,0.3225
43.65276,-79.37406,40,10.53,0.26325,0.73675
43.65246,-79.37545,40,10.53,0.26325,0.73675
43.65281,-79.37559,40,9.42,0.2355,0.7645
43.65246,-79.37545,40,9.42,0.2355,0.7645
43.65271,-79.37282,40,28.86,0.7215,0.27849999999999997
43.65236,-79.37266,40,28.86,0.7215,0.27849999999999997
43.65246,-79.37545,40,25.75,0.64375,0.35624999999999996
43.65241,-79.3757,40,25.75,0.64375,0.35624999999999996
43.65226,-79.37637,40,25.75,0.64375,0.35624999999999996
43.65291,-79.39817,40,31.09,0.77725,0.22275
43.65224,-79.39794,40,31.09,0.77725,0.22275
43.65295,-79.36476,50,12.34,0.2468,0.7532
43.65212,-79.3644,50,12.34,0.2468,0.7532
43.65267,-79.37809,50,8.32,0.1664,0.8336
43.65194,-79.37777,50,8.32,0.1664,0.8336
43.65194,-79.40281,40,30.17,0.7542500000000001,0.2457499999999999
43.65204,-79.40227,40,30.17,0.7542500000000001,0.2457499999999999
43.65188,-79.38176,40,20.39,0.50975,0.49024999999999996
43.65208,-79.38074,40,20.39,0.50975,0.49024999999999996
43.65222,-79.37331,50,12.98,0.2596,0.7404
43.65218,-79.37351,50,12.98,0.2596,0.7404
43.6519,-79.37481,50,12.98,0.2596,0.7404
43.65187,-79.37494,50,12.98,0.2596,0.7404
43.65187,-79.37497,50,12.98,0.2596,0.7404
43.65182,-79.37518,50,12.98,0.2596,0.7404
43.65261,-79.36642,50,14.73,0.29460000000000003,0.7054
43.65175,-79.36609,50,14.73,0.29460000000000003,0.7054
43.65194,-79.37777,40,19.63,0.49074999999999996,0.50925
43.65166,-79.37894,40,19.63,0.49074999999999996,0.50925
43.65242,-79.37925,40,12.84,0.321,0.679
43.65166,-79.37894,40,12.84,0.321,0.679
43.65178,-79.37243,40,21.53,0.53825,0.46175
43.65157,-79.37235,40,21.53,0.53825,0.46175
43.65243,-79.39064,50,33.98,0.6796,0.3204
43.65205,-79.39049,50,33.98,0.6796,0.3204
43.65149,-79.39027,50,33.98,0.6796,0.3204
43.65137,-79.39082,50,10.29,0.20579999999999998,0.7942
43.65149,-79.39027,50,10.29,0.20579999999999998,0.7942
43.65205,-79.40726,50,22.4,0.44799999999999995,0.552
43.65136,-79.40697,50,22.4,0.44799999999999995,0.552
43.65155,-79.367,50,22.58,0.45159999999999995,0.5484
43.65109,-79.3668,50,22.58,0.45159999999999995,0.5484
43.65105,-79.41219,40,19.25,0.48125,0.51875
43.65117,-79.41158,40,19.25,0.48125,0.51875
43.65166,-79.37894,40,21.09,0.52725,0.47275
43.65105,-79.37869,40,21.09,0.52725,0.47275
43.65097,-79.39265,30,26.77,0.8923333333333333,0.10766666666666669
43.65087,-79.39261,30,26.77,0.8923333333333333,0.10766666666666669
43.65087,-79.38643,40,20.43,0.51075,0.48924999999999996
43.6512,-79.38495,40,20.43,0.51075,0.48924999999999996
43.65117,-79.41158,50,20.39,0.4078,0.5922000000000001
43.65085,-79.41145,50,20.39,0.4078,0.5922000000000001
43.65132,-79.37751,50,18.1,0.36200000000000004,0.6379999999999999
43.65123,-79.37748,50,18.1,0.36200000000000004,0.6379999999999999
43.65118,-79.37746,50,18.1,0.36200000000000004,0.6379999999999999
43.65067,-79.37724,50,18.1,0.36200000000000004,0.6379999999999999
43.65109,-79.3668,50,14.14,0.2828,0.7172000000000001
43.65067,-79.36664,50,14.14,0.2828,0.7172000000000001
43.65149,-79.39027,50,22.15,0.44299999999999995,0.557
43.6506,-79.38989,50,22.15,0.44299999999999995,0.557
43.65115,-79.3813,40,22.78,0.5695,0.4305
43.65056,-79.38106,40,22.78,0.5695,0.4305
43.6512,-79.38495,50,16.66,0.3332,0.6668000000000001
43.65047,-79.38458,50,16.66,0.3332,0.6668000000000001
43.65074,-79.37066,40,18.45,0.46125,0.5387500000000001
43.6506,-79.37127,40,18.45,0.46125,0.5387500000000001
43.65046,-79.3719,40,18.45,0.46125,0.5387500000000001
43.65041,-79.38862,40,23.44,0.5860000000000001,0.4139999999999999
43.65065,-79.38745,40,23.44,0.5860000000000001,0.4139999999999999
43.65089,-79.38261,50,22.37,0.4474,0.5526
43.65063,-79.38251,50,22.37,0.4474,0.5526
43.65029,-79.38238,50,22.37,0.4474,0.5526
43.65022,-79.38948,40,20.93,0.52325,0.47675
43.65041,-79.38862,40,20.93,0.52325,0.47675
43.65016,-79.38973,40,26.86,0.6715,0.3285
43.65022,-79.38948,40,26.86,0.6715,0.3285
43.65025,-79.37564,50,47.07,0.9414,0.058599999999999985
43.65014,-79.37616,50,47.07,0.9414,0.058599999999999985
43.65085,-79.37646,50,19.0,0.38,0.62
43.65042,-79.37627,50,19.0,0.38,0.62
43.65014,-79.37616,50,19.0,0.38,0.62
43.651,-79.36946,50,11.4,0.228,0.772
43.65051,-79.36923,50,11.4,0.228,0.772
43.65013,-79.36905,50,11.4,0.228,0.772
43.65005,-79.39026,40,24.12,0.603,0.397
43.65016,-79.38973,40,24.12,0.603,0.397
43.65065,-79.39392,35,14.5,0.4142857142857143,0.5857142857142856
43.65047,-79.39385,35,14.5,0.4142857142857143,0.5857142857142856
43.65004,-79.39367,35,14.5,0.4142857142857143,0.5857142857142856
43.65056,-79.38106,40,17.12,0.42800000000000005,0.572
43.6499,-79.38079,40,17.12,0.42800000000000005,0.572
43.65013,-79.36905,50,17.0,0.34,0.6599999999999999
43.64974,-79.36891,50,17.0,0.34,0.6599999999999999
43.64961,-79.38211,50,21.35,0.42700000000000005,0.573
43.6497,-79.38175,50,21.35,0.42700000000000005,0.573
43.6499,-79.38079,50,21.35,0.42700000000000005,0.573
43.65029,-79.38238,50,16.36,0.3272,0.6728000000000001
43.64961,-79.38211,50,16.36,0.3272,0.6728000000000001
43.65085,-79.41145,50,28.03,0.5606,0.4394
43.64968,-79.41099,50,28.03,0.5606,0.4394
43.64965,-79.39214,40,24.87,0.62175,0.37825
43.64987,-79.39109,40,24.87,0.62175,0.37825
43.64963,-79.37569,40,20.25,0.50625,0.49375
43.64958,-79.37593,40,20.25,0.50625,0.49375
43.64958,-79.37593,40,15.55,0.38875000000000004,0.61125
43.6494,-79.37673,40,15.55,0.38875000000000004,0.61125
43.6494,-79.40271,50,28.05,0.561,0.43899999999999995
43.64968,-79.40131,50,28.05,0.561,0.43899999999999995
43.64938,-79.39343,40,27.7,0.6925,0.3075
43.64965,-79.39214,40,27.7,0.6925,0.3075
43.64933,-79.39362,40,34.01,0.85025,0.14975000000000005
43.64938,-79.39343,40,34.01,0.85025,0.14975000000000005
43.64942,-79.37418,40,28.19,0.70475,0.29525
43.64925,-79.37411,40,28.19,0.70475,0.29525
43.65043,-79.37843,40,26.22,0.6555,0.34450000000000003
43.64928,-79.37794,40,26.22,0.6555,0.34450000000000003
43.64919,-79.37789,40,26.22,0.6555,0.34450000000000003
43.64914,-79.37787,40,26.22,0.6555,0.34450000000000003
43.64925,-79.37411,50,26.52,0.5304,0.4696
43.64915,-79.37457,50,26.52,0.5304,0.4696
43.64915,-79.37457,50,18.58,0.3716,0.6284000000000001
43.64896,-79.37543,50,18.58,0.3716,0.6284000000000001
43.64943,-79.38915,50,15.53,0.3106,0.6894
43.6488,-79.3889,50,15.53,0.3106,0.6894
43.64896,-79.37543,50,10.06,0.20120000000000002,0.7988
43.64875,-79.37641,50,10.06,0.20120000000000002,0.7988
43.64864,-79.38026,40,21.24,0.5309999999999999,0.4690000000000001
43.64895,-79.37878,40,21.24,0.5309999999999999,0.4690000000000001
43.64894,-79.40599,50,16.25,0.325,0.675
43.64857,-79.40585,50,16.25,0.325,0.675
43.64854,-79.39741,40,11.64,0.29100000000000004,0.709
43.64872,-79.39648,40,11.64,0.29100000000000004,0.709
43.6491,-79.39076,50,26.16,0.5232,0.4768
43.64884,-79.39066,50,26.16,0.5232,0.4768
43.64867,-79.3906,50,26.16,0.5232,0.4768
43.64845,-79.39051,50,26.16,0.5232,0.4768
43.64883,-79.36986,50,13.5,0.27,0.73
43.64848,-79.36972,50,13.5,0.27,0.73
43.64876,-79.36845,35,22.68,0.648,0.352
43.64867,-79.36842,35,22.68,0.648,0.352
43.64854,-79.36836,35,22.68,0.648,0.352
43.64838,-79.36829,35,22.68,0.648,0.352
43.64895,-79.37878,50,35.1,0.7020000000000001,0.29799999999999993
43.64833,-79.37854,50,35.1,0.7020000000000001,0.29799999999999993
43.64834,-79.39839,40,34.93,0.87325,0.12675000000000003
43.64839,-79.39815,40,34.93,0.87325,0.12675000000000003
43.64838,-79.3635,35,24.7,0.7057142857142857,0.29428571428571426
